original_osm_name	normalized_name
Котельна вулиця	Котельна вулиця
Котельний провулок	Котельний провулок
Котельниківська вулиця	Котельниківська вулиця
Котиківська вулиця	Котиківська вулиця
Котівська вулиця	Котівська вулиця
Котковська вулиця	Котковська вулиця
Котласька вулиця	Котласька вулиця
Котлеєвська вулиця	Котлеєвська вулиця
Котлова вулиця	Котлова вулиця
Котловинна вулиця	Котловинна вулиця
Котлярська вулиця	Котлярська вулиця
Коханівська вулиця	Коханівська вулиця
Кохнівська вулиця	Кохнівська вулиця
Кохнівський провулок	Кохнівський провулок
Коцарська вулиця	Коцарська вулиця
Коцюбинецька вулиця	Коцюбинецька вулиця
Кочанівська вулиця	Кочанівська вулиця
Кочегарська вулиця	Кочегарська вулиця
Кочетокська вулиця	Кочетокська вулиця
Кочубеївська вулиця	Кочубеївська вулиця
Кошицька вулиця	Кошицька вулиця
Кошівська вулиця	Кошівська вулиця
Кошовий провулок	Кошовий провулок
Кошовий узвіз	Кошовий узвіз
Кравецька вулиця	Кравецька вулиця
Краєва вулиця	Краєва вулиця
Краєвидна вулиця	Краєвидна вулиця
Краєвидний провулок	Краєвидний провулок
Краєзнавча вулиця	Краєзнавча вулиця
Краївська вулиця	Краївська вулиця
Крайна вулиця	Крайна вулиця
Крайній провулок	Крайній провулок
Крайній проїзд	Крайній проїзд
Крайня вулиця	Крайня вулиця
Крайняя вулиця	Крайняя вулиця
Краківська вулиця	Краківська вулиця
Краківський провулок	Краківський провулок
Крамаренківська вулиця	Крамаренківська вулиця
Крамарівський провулок	Крамарівський провулок
Краматорська вулиця	Краматорська вулиця
Краматорський бульвар	Краматорський бульвар
Краматорський провулок	Краматорський провулок
Крамнична вулиця	Крамнична вулиця
Крамчанинівська вулиця	Крамчанинівська вулиця
Кранобудівна вулиця	Кранобудівна вулиця
Крановий тупик	Крановий тупик
Красива вулиця	Красива вулиця
Красивий провулок	Красивий провулок
Красилівська вулиця	Красилівська вулиця
Красильна вулиця	Красильна вулиця
Красильний провулок	Красильний провулок
Красівська вулиця	Красівська вулиця
Красна вулиця	Красна вулиця
Красна площа	Красна площа
Красная вулиця	Красная вулиця
Красненьківська вулиця	Красненьківська вулиця
Красний провулок	Красний провулок
Краснівська вулиця	Краснівська вулиця
Красноармійська вулиця	Красноармійська вулиця
Красноармійське шосе	Красноармійське шосе
Красноармійський в'їзд	Красноармійський вʼїзд
Красноармійський провулок	Красноармійський провулок
Краснобірська вулиця	Краснобірська вулиця
Красноводская вулиця	Красноводская вулиця
Красноводська вулиця	Красноводська вулиця
Красноводський провулок	Красноводський провулок
Красногвардійська вулиця	Красногвардійська вулиця
Красногвардійський проспект	Красногвардійський проспект
Красногірська вулиця	Красногірська вулиця
Красногорівська вулиця	Красногорівська вулиця
Красногорівський провулок	Красногорівський провулок
Красногорська вулиця	Красногорська вулиця
Красноградська вулиця	Красноградська вулиця
Красноградський провулок	Красноградський провулок
Краснодарська вулиця	Краснодарська вулиця
Краснодарський провулок	Краснодарський провулок
Краснодарський проїзд	Краснодарський проїзд
Краснодонська вулиця	Краснодонська вулиця
Краснодонський провулок	Краснодонський провулок
Краснодонцева вулиця	Краснодонцева вулиця
Краснозаводська вулиця	Краснозаводська вулиця
Краснознаменна вулиця	Краснознаменна вулиця
Краснознаменська вулиця	Краснознаменська вулиця
Краснознамʼянська вулиця	Краснознамʼянська вулиця
Красноїльська вулиця	Красноїльська вулиця
Красноїльський провулок	Красноїльський провулок
Краснокутська вулиця	Краснокутська вулиця
Краснокутський провулок	Краснокутський провулок
Краснокутянський міст	Краснокутянський міст
Краснолиманська вулиця	Краснолиманська вулиця
Краснолиманський провулок	Краснолиманський провулок
Краснолісна вулиця	Краснолісна вулиця
Краснолуцька вулиця	Краснолуцька вулиця
Краснолучський провулок	Краснолучський провулок
Красноморський провулок	Красноморський провулок
Красноокнянська вулиця	Красноокнянська вулиця
Краснооктябрська вулиця	Краснооктябрська вулиця
Краснооктябрьска вулиця	Краснооктябрьска вулиця
Краснооктябрьская вулиця	Краснооктябрьская вулиця
Краснооктябрьська вулиця	Краснооктябрьська вулиця
Краснопартизанська вулиця	Краснопартизанська вулиця
Красноперекопська вулиця	Красноперекопська вулиця
Краснопільська вулиця	Краснопільська вулиця
Краснопільський провулок	Краснопільський провулок
Краснопільський шлях	Краснопільський шлях
Краснопольська вулиця	Краснопольська вулиця
Краснопресненська вулиця	Краснопресненська вулиця
Краснопресненський тупик	Краснопресненський тупик
Краснопролетарська вулиця	Краснопролетарська вулиця
Краснопрудний провулок	Краснопрудний провулок
Краснорічинська вулиця	Краснорічинська вулиця
Красносельська вулиця	Красносельська вулиця
Красносільська вулиця	Красносільська вулиця
Красносільський провулок	Красносільський провулок
Краснослобідська вулиця	Краснослобідська вулиця
Краснослобідський узвіз	Краснослобідський узвіз
Краснослободський провулок	Краснослободський провулок
Красносоколянська вулиця	Красносоколянська вулиця
Красносулинська вулиця	Красносулинська вулиця
Красноуральска вулиця	Красноуральска вулиця
Красноуральська вулиця	Красноуральська вулиця
Красноуфимська вулиця	Красноуфимська вулиця
Краснофлотська вулиця	Краснофлотська вулиця
Краснофлотський провулок	Краснофлотський провулок
Красночечелівська вулиця	Красночечелівська вулиця
Красноярська вулиця	Красноярська вулиця
Красноярський провулок	Красноярський провулок
Краснянська вулиця	Краснянська вулиця
Краснянський міст	Краснянський міст
Красочна вулиця	Красочна вулиця
Крачківський провулок	Крачківський провулок
Кредитний провулок	Кредитний провулок
Крейдяна вулиця	Крейдяна вулиця
Крейдяний провулок	Крейдяний провулок
Крейсерна вулиця	Крейсерна вулиця
Кременева вулиця	Кременева вулиця
Кременецька вулиця	Кременецька вулиця
Кременецький провулок	Кременецький провулок
Кременецький проїзд	Кременецький проїзд
Кременецький тупик	Кременецький тупик
Кременівська вулиця	Кременівська вулиця
Кременська вулиця	Кременська вулиця
Кременчузька вулиця	Кременчузька вулиця
Кременчуцька вулиця	Кременчуцька вулиця
Кременчуцьке шосе	Кременчуцьке шосе
Кременчуцький міст	Кременчуцький міст
Кременчуцький провулок	Кременчуцький провулок
Кремінна вулиця	Кремінна вулиця
Кремінська вулиця	Кремінська вулиця
Кремлівська вулиця	Кремлівська вулиця
Кремлівський проспект	Кремлівський проспект
Кремневий провулок	Кремневий провулок
Кремнієвий провулок	Кремнієвий провулок
Кресівська вулиця	Кресівська вулиця
Крехівська вулиця	Крехівська вулиця
Кречетівський провулок	Кречетівський провулок
Крива вулиця	Крива вулиця
Кривалівська вулиця	Кривалівська вулиця
Кривбасівська вулиця	Кривбасівська вулиця
Кривецька вулиця	Кривецька вулиця
Кривий провулок	Кривий провулок
Кривобалківська вулиця	Кривобалківська вулиця
Кривогірська вулиця	Кривогірська вулиця
Кривогреблянська вулиця	Кривогреблянська вулиця
Кривоконівська вулиця	Кривоконівська вулиця
Кривоконівський провулок	Кривоконівський провулок
Криволужзький провулок	Криволужзький провулок
Кривоносівська вулиця	Кривоносівська вулиця
Криворізька вулиця	Криворізька вулиця
Криворізьке шосе	Криворізьке шосе
Криворізький провулок	Криворізький провулок
Криворізький проспект	Криворізький проспект
Криворудна вулиця	Криворудна вулиця
Криворудний провулок	Криворудний провулок
Кривосільська вулиця	Кривосільська вулиця
Кривулевська вулиця	Кривулевська вулиця
Кривушанська вулиця	Кривушанська вулиця
Кривчанська вулиця	Кривчанська вулиця
Крижанівський провулок	Крижанівський провулок
Крилівська вулиця	Крилівська вулиця
Криловська вулиця	Криловська вулиця
Криловський провулок	Криловський провулок
Кримська вулиця	Кримська вулиця
Кримський в'їзд	Кримський вʼїзд
Кримський провулок	Кримський провулок
Криницька вулиця	Криницька вулиця
Криничанська вулиця	Криничанська вулиця
Кринична вулиця	Кринична вулиця
Кринична площа	Кринична площа
Криничний в’їзд	Криничний вʼїзд
Криничний провулок	Криничний провулок
Криничуватий провулок	Криничуватий провулок
Кринська вулиця	Кринська вулиця
Кристальна вулиця	Кристальна вулиця
Кристинопільська вулиця	Кристинопільська вулиця
Крихівецька вулиця	Крихівецька вулиця
Кришановий провулок	Кришановий провулок
Кришталева вулиця	Кришталева вулиця
Кришталевий провулок	Кришталевий провулок
Кріворізський тупик	Кріворізський тупик
Кріпосна вулиця	Кріпосна вулиця
Кріпосний провулок	Кріпосний провулок
Кровинківська вулиця	Кровинківська вулиця
Кролевецька вулиця	Кролевецька вулиця
Кромська вулиця	Кромська вулиця
Кронштадська вулиця	Кронштадська вулиця
Кронштадський провулок	Кронштадський провулок
Кронштадтська вулиця	Кронштадтська вулиця
Кронштадтський провулок	Кронштадтський провулок
Кропивницька вулиця	Кропивницька вулиця
Кропивницький в'їзд	Кропивницький вʼїзд
Кропивницький провулок	Кропивницький провулок
Кропив’янська вулиця	Кропивʼянська вулиця
Кропоткінська вулиця	Кропоткінська вулиця
Кроснівська вулиця	Кроснівська вулиця
Кротенківський провулок	Кротенківський провулок
Крохмалівська вулиця	Крохмалівська вулиця
Крохмалівський провулок	Крохмалівський провулок
Крошенська вулиця	Крошенська вулиця
Крошенська набережна	Крошенська набережна
житловий масив Крошенський	Крошенський житловий масив
Кругівська вулиця	Кругівська вулиця
Кругла вулиця	Кругла вулиця
Кругла площа	Кругла площа
Круглий провулок	Круглий провулок
Круглицька вулиця	Круглицька вулиця
Круглоуніверситетська вулиця	Круглоуніверситетська вулиця
Круговий провулок	Круговий провулок
Крупецька вулиця	Крупецька вулиця
Крупецький провулок	Крупецький провулок
Крупська вулиця	Крупська вулиця
Круп’ярська вулиця	Крупʼярська вулиця
Крута вулиця	Крута вулиця
Крутенька вулиця	Крутенька вулиця
Крутенький провулок	Крутенький провулок
Крутий провулок	Крутий провулок
Крутий спуск	Крутий спуск
Крутий узвіз	Крутий узвіз
Крутівська вулиця	Крутівська вулиця
Крутобережанська вулиця	Крутобережанська вулиця
Крутобережанський провулок	Крутобережанський провулок
Крутогірна вулиця	Крутогірна вулиця
Крутогірний узвіз	Крутогірний узвіз
Крутогірська вулиця	Крутогірська вулиця
Крутогірський в’їзд	Крутогірський вʼїзд
Крутогірський провулок	Крутогірський провулок
Крутогорна вулиця	Крутогорна вулиця
Крутогорний провулок	Крутогорний провулок
Крутоярівська вулиця	Крутоярівська вулиця
Крутоярівський провулок	Крутоярівський провулок
Крутоярська вулиця	Крутоярська вулиця
Крутоярський провулок	Крутоярський провулок
Кручений провулок	Кручений провулок
Крюківська вулиця	Крюківська вулиця
Крюківський міст	Крюківський міст
Ксеніївська вулиця	Ксеніївська вулиця
Ксьонзька вулиця	Ксьонзька вулиця
Кубанська вулиця	Кубанська вулиця
Кубанський в'їзд	Кубанський вʼїзд
Кубанський провулок	Кубанський провулок
Кубинська вулиця	Кубинська вулиця
Кубинський провулок	Кубинський провулок
Кубраківський провулок	Кубраківський провулок
Кудинська вулиця	Кудинська вулиця
Кудлаївська вулиця	Кудлаївська вулиця
Кудревська вулиця	Кудревська вулиця
Кудринецька вулиця	Кудринецька вулиця
Кудрява вулиця	Кудрява вулиця
Кудрявий провулок	Кудрявий провулок
Кудрявська вулиця	Кудрявська вулиця
Кудрявський узвіз	Кудрявський узвіз
Кудряна вулиця	Кудряна вулиця
Кузбасівська вулиця	Кузбасівська вулиця
Кузбасівський провулок	Кузбасівський провулок
Кузбаська вулиця	Кузбаська вулиця
Кузбаський провулок	Кузбаський провулок
Кузинський міст	Кузинський міст
Кузнецька вулиця	Кузнецька вулиця
Кузнецький в’їзд	Кузнецький вʼїзд
Кузнецький провулок	Кузнецький провулок
Кузнечна вулиця	Кузнечна вулиця
Кузнечний в’їзд	Кузнечний вʼїзд
Кузнечний провулок	Кузнечний провулок
Кузнечний проїзд	Кузнечний проїзд
Кузнечний тупик	Кузнечний тупик
Кузнєчна вулиця	Кузнєчна вулиця
Кузнєчний провулок	Кузнєчний провулок
Кузубівський узвіз	Кузубівський узвіз
Кузьминська вулиця	Кузьминська вулиця
Куйбашева вулиця	Куйбашева вулиця
Кукезівська вулиця	Кукезівська вулиця
Куклинецька вулиця	Куклинецька вулиця
Куклівська вулиця	Куклівська вулиця
Куколівське шосе	Куколівське шосе
Кукурудзяна вулиця	Кукурудзяна вулиця
Кукурудзяний проїзд	Кукурудзяний проїзд
Кукурузна вулиця	Кукурузна вулиця
Кукуянська вулиця	Кукуянська вулиця
Кулебівська вулиця	Кулебівська вулиця
Кулебiвська вулиця	Кулебівська вулиця
Кулеметний провулок	Кулеметний провулок
Куликівська вулиця	Куликівська вулиця
Куликівський провулок	Куликівський провулок
Куликівський узвіз	Куликівський узвіз
Куликовська вулиця	Куликовська вулиця
Куликовський провулок	Куликовський провулок
Кулиничівська вулиця	Кулиничівська вулиця
Кулиничівський провулок	Кулиничівський провулок
Кулинівська вулиця	Кулинівська вулиця
Куличанська вулиця	Куличанська вулиця
Кулишівська вулиця	Кулишівська вулиця
Куліковська вулиця	Куліковська вулиця
Кулішівська вулиця	Кулішівська вулиця
Кульпарківська вулиця	Кульпарківська вулиця
Культкомівська вулиця	Культкомівська вулиця
Культкомівський в’їзд	Культкомівський вʼїзд
Культкомівський провулок	Культкомівський провулок
Культурна вулиця	Культурна вулиця
Культурний провулок	Культурний провулок
Кульчева вулиця	Кульчева вулиця
Кульчицька вулиця	Кульчицька вулиця
Кумачовий провулок	Кумачовий провулок
Кунашівська вулиця	Кунашівська вулиця
Купальна вулиця	Купальна вулиця
Купальний провулок	Купальний провулок
Купальний узвіз	Купальний узвіз
Купальська вулиця	Купальська вулиця
Купальський провулок	Купальський провулок
Купецька вулиця	Купецька вулиця
Купилева вулиця	Купилева вулиця
Купичвільська вулиця	Купичвільська вулиця
Куплевацька вулиця	Куплевацька вулиця
Купорна вулиця	Купорна вулиця
Купорний провулок	Купорний провулок
Купоросна вулиця	Купоросна вулиця
Купоросний провулок	Купоросний провулок
Купріївська вулиця	Купріївська вулиця
Купріянівська вулиця	Купріянівська вулиця
Куп'янська вулиця	Купʼянська вулиця
Куп’янська вулиця	Купʼянська вулиця
Куп'янський провулок	Купʼянський провулок
Куп’янський провулок	Купʼянський провулок
Куп'янській провулок	Купʼянській провулок
Курахівська вулиця	Курахівська вулиця
Курганівська вулиця	Курганівська вулиця
Курганівський провулок	Курганівський провулок
Курганна вулиця	Курганна вулиця
Курганний провулок	Курганний провулок
Кургановський провулок	Кургановський провулок
Курганська вулиця	Курганська вулиця
Курганський провулок	Курганський провулок
Куренівська вулиця	Куренівська вулиця
Куренівський провулок	Куренівський провулок
Курилівська вулиця	Курилівська вулиця
Курилівський в’їзд	Курилівський вʼїзд
Курильська вулиця	Курильська вулиця
Курильський провулок	Курильський провулок
Курінна вулиця	Курінна вулиця
Курінний провулок	Курінний провулок
Куріханівська вулиця	Куріханівська вулиця
Курортна вулиця	Курортна вулиця
Курортний провулок	Курортний провулок
Курортний провулокь	Курортний провулок
Курортний проїзд	Курортний проїзд
Курортний проспект	Курортний проспект
Курортное шоссе	Курортное шосе
Курсантська вулиця	Курсантська вулиця
Курсовий провулок	Курсовий провулок
Курська вулиця	Курська вулиця
Курський в'їзд	Курський вʼїзд
Курський провулок	Курський провулок
Курський тупик	Курський тупик
Куртівська вулиця	Куртівська вулиця
Куруківська вулиця	Куруківська вулиця
Курчанівський провулок	Курчанівський провулок
Куряжанська вулиця	Куряжанська вулиця
Куряжанський в’їзд	Куряжанський вʼїзд
Куряжанський провулок	Куряжанський провулок
Куряжська вулиця	Куряжська вулиця
Курязька вулиця	Курязька вулиця
Кур’єрський провулок	Курʼєрський провулок
Кустанайська вулиця	Кустанайська вулиця
Кустанайський провулок	Кустанайський провулок
Кустанайський проїзд	Кустанайський проїзд
Кустарна вулиця	Кустарна вулиця
Кустарний провулок	Кустарний провулок
Кустовська вулиця	Кустовська вулиця
Кусторянська вулиця	Кусторянська вулиця
Кустунайська вулиця	Кустунайська вулиця
Кутаїська вулиця	Кутаїська вулиця
Кутаїський провулок	Кутаїський провулок
Кутівська вулиця	Кутівська вулиця
Куткірська вулиця	Куткірська вулиця
Кутна вулиця	Кутна вулиця
Кутня вулиця	Кутня вулиця
Кутовий провулок	Кутовий провулок
Кутська вулиця	Кутська вулиця
Кутський провулок	Кутський провулок
Кутузовська вулиця	Кутузовська вулиця
Кутянська вулиця	Кутянська вулиця
Куусінська вулиця	Куусінська вулиця
Кухарева вулиця	Кухарева вулиця
Кухарська вулиця	Кухарська вулиця
Куцівський провулок	Куцівський провулок
Кучанська вулиця	Кучанська вулиця
Кучанський провулок	Кучанський провулок
Кучерява вулиця	Кучерява вулиця
Кучерявий провулок	Кучерявий провулок
Кучугурна вулиця	Кучугурна вулиця
Кучугурська вулиця	Кучугурська вулиця
Кучуринська вулиця	Кучуринська вулиця
Кушнарівська вулиця	Кушнарівська вулиця
Кушнірська вулиця	Кушнірська вулиця
Кущівська вулиця	Кущівська вулиця
Кущiвська вулиця	Кущівська вулиця
Куютинська вулиця	Куютинська вулиця
Куяльницька вулиця	Куяльницька вулиця
Куяльницький провулок	Куяльницький провулок
Лабівський тупик	Лабівський тупик
Лабораторна вулиця	Лабораторна вулиця
Лабораторний провулок	Лабораторний провулок
Лавківська вулиця	Лавківська вулиця
Лавкова вулиця	Лавкова вулиця
Лаврентіївський провулок	Лаврентіївський провулок
Лаврська вулиця	Лаврська вулиця
Лаврський провулок	Лаврський провулок
Лавчанська вулиця	Лавчанська вулиця
Лагерна вулиця	Лагерна вулиця
Лагерний провулок	Лагерний провулок
Лагерний проїзд	Лагерний проїзд
Лагідна вулиця	Лагідна вулиця
Лагодинська вулиця	Лагодинська вулиця
Лагуновий провулок	Лагуновий провулок
Ладанська вулиця	Ладанська вулиця
Ладичинська вулиця	Ладичинська вулиця
Ладійна вулиця	Ладійна вулиця
Ладожська вулиця	Ладожська вулиця
Ладозька вулиця	Ладозька вулиця
Ладозький провулок	Ладозький провулок
Лазаревська вулиця	Лазаревська вулиця
Лазаретна вулиця	Лазаретна вулиця
Лазарєвська вулиця	Лазарєвська вулиця
Лазарівська вулиця	Лазарівська вулиця
Лазарівський провулок	Лазарівський провулок
Лазарцівський провулок	Лазарцівський провулок
Лазенна вулиця	Лазенна вулиця
Лазівська вулиця	Лазівська вулиця
Лазівський провулок	Лазівський провулок
Лазнева вулиця	Лазнева вулиця
Лазневий провулок	Лазневий провулок
Лазориківська вулиця	Лазориківська вулиця
Лазурна вулиця	Лазурна вулиця
Лазурний бульвар	Лазурний бульвар
Лазурний мікрорайон	Лазурний мікрорайон
мкрн. Лазурний	Лазурний мікрорайон
Лазурний провулок	Лазурний провулок
Лазьківський провулок	Лазьківський провулок
Лазьківський проїзд	Лазьківський проїзд
Лазянська вулиця	Лазянська вулиця
Лазянський провулок	Лазянський провулок
Ламаний провулок	Ламаний провулок
Ламбертівська вулиця	Ламбертівська вулиця
Ландшафтна вулиця	Ландшафтна вулиця
Ландшафтний провулок	Ландшафтний провулок
Ланжеронівська вулиця	Ланжеронівська вулиця
Ланжеронівський узвіз	Ланжеронівський узвіз
Ланівська вулиця	Ланівська вулиця
Ланковецька вулиця	Ланковецька вулиця
Ланковий провулок	Ланковий провулок
Лановецька вулиця	Лановецька вулиця
Лановий провулок	Лановий провулок
Лановий проїзд	Лановий проїзд
Лановицька вулиця	Лановицька вулиця
Ланчинецька вулиця	Ланчинецька вулиця
Лапинська вулиця	Лапинська вулиця
Лаптенківська вулиця	Лаптенківська вулиця
Лапутьківська вулиця	Лапутьківська вулиця
Ласкава вулиця	Ласкава вулиця
Ластів’яча вулиця	Ластівʼяча вулиця
Ластовецкая вулиця	Ластовецкая вулиця
Латвійська вулиця	Латвійська вулиця
Латвійський провулок	Латвійський провулок
Латвійський узвіз	Латвійський узвіз
Латиська вулиця	Латиська вулиця
Латорицька вулиця	Латорицька вулиця
Латорична вулиця	Латорична вулиця
Лауреатська вулиця	Лауреатська вулиця
Лафазана вулиця	Лафазана вулиця
Лахтинська вулиця	Лахтинська вулиця
Лебединий провулок	Лебединий провулок
Лебединий проїзд	Лебединий проїзд
Лебединська вулиця	Лебединська вулиця
Лебединський провулок	Лебединський провулок
Лебідський провулок	Лебідський провулок
Лебязька вулиця	Лебязька вулиця
Леб’яжий в’їзд	Лебʼяжий вʼїзд
Левадівська вулиця	Левадівська вулиця
Левадійська вулиця	Левадійська вулиця
Левадна вулиця	Левадна вулиця
Левандівська вулиця	Левандівська вулиця
Левандовська вулиця	Левандовська вулиця
Левендалівська вулиця	Левендалівська вулиця
Левківський провулок	Левківський провулок
Лев’ятинська вулиця	Левʼятинська вулиця
Легендарна вулиця	Легендарна вулиця
Легендарний провулок	Легендарний провулок
Легпромівська вулиця	Легпромівська вулиця
Лежанівецька вулиця	Лежанівецька вулиця
Лезнівська вулиця	Лезнівська вулиця
Лейпцизька вулиця	Лейпцизька вулиця
Лейтенантська вулиця	Лейтенантська вулиця
Лелеківська вулиця	Лелеківська вулиця
Лелехівська вулиця	Лелехівська вулиця
Лелітська вулиця	Лелітська вулиця
Лелюківська вулиця	Лелюківська вулиця
Лелюківський провулок	Лелюківський провулок
Лелюхівський провулок	Лелюхівський провулок
Лемацька вулиця	Лемацька вулиця
Лемешева вулиця	Лемешева вулиця
Лемешева провулок	Лемешева провулок
Лемківська вулиця	Лемківська вулиця
Лемківська площа	Лемківська площа
Ленінабадська вулиця	Ленінабадська вулиця
Ленінгардська вулиця	Ленінгардська вулиця
Ленінградська вулиця	Ленінградська вулиця
Ленінградська площа	Ленінградська площа
Ленінградське шосе	Ленінградське шосе
Ленінградський провулок	Ленінградський провулок
Ленінградський проїзд	Ленінградський проїзд
Ленінградський проспект	Ленінградський проспект
Леніногірська вулиця	Леніногірська вулиця
Леніногорська вулиця	Леніногорська вулиця
Леніногорський провулок	Леніногорський провулок
Ленінопольська вулиця	Ленінопольська вулиця
Ленінська вулиця	Ленінська вулиця
Ленінський міст	Ленінський міст
Ленінський провулок	Ленінський провулок
Ленінський проспект	Ленінський проспект
Ленківська вулиця	Ленківська вулиця
Ленківський провулок	Ленківський провулок
Ленкоранська вулиця	Ленкоранська вулиця
Ленська вулиця	Ленська вулиця
Ленська вулицяц	Ленська вулиця
Ленський провулок	Ленський провулок
Леонівська вулиця	Леонівська вулиця
Леонідівська вулиця	Леонідівська вулиця
Леонтіївська вулиця	Леонтіївська вулиця
Лепехівська вулиця	Лепехівська вулиця
Лепехівський провулок	Лепехівський провулок
Лермонтовська вулиця	Лермонтовська вулиця
Лермонтовський провулок	Лермонтовський провулок
Леськівська вулиця	Леськівська вулиця
Летичівська вулиця	Летичівська вулиця
Лєзнівська вулиця	Лєзнівська вулиця
Лєніногорська вулиця	Лєніногорська вулиця
Либідська вулиця	Либідська вулиця
Либідська площа	Либідська площа
Либідський провулок	Либідський провулок
Ливарна вулиця	Ливарна вулиця
Ливарний провулок	Ливарний провулок
Ливарська вулиця	Ливарська вулиця
Ливневий провулок	Ливневий провулок
Лижв’ярська вулиця	Лижвʼярська вулиця
Лижна вулиця	Лижна вулиця
Лижний провулок	Лижний провулок
Лиманна вулиця	Лиманна вулиця
Лиманний провулок	Лиманний провулок
Лиманська вулиця	Лиманська вулиця
Лиманський в’їзд	Лиманський вʼїзд
Лиманський провулок	Лиманський провулок
Лимонна вулиця	Лимонна вулиця
Линівська вулиця	Линівська вулиця
Линівський провулок	Линівський провулок
Липанська дорога	Липанська дорога
Липецька вулиця	Липецька вулиця
Липецький в'їзд	Липецький вʼїзд
Липецький провулок	Липецький провулок
Липиврізька вулиця	Липиврізька вулиця
Липіврізька вулиця	Липіврізька вулиця
Липіврізький провулок	Липіврізький провулок
Липівська вулиця	Липівська вулиця
Липканська вулиця	Липканська вулиця
Липканський провулок	Липканський провулок
Липлянська вулиця	Липлянська вулиця
Липнева вулиця	Липнева вулиця
Липнева площа	Липнева площа
Липневий провулок	Липневий провулок
Липневий проїзд	Липневий проїзд
Липниківська вулиця	Липниківська вулиця
Липницька вулиця	Липницька вулиця
Липницький провулок	Липницький провулок
Липнянська вулиця	Липнянська вулиця
Липняцька вулиця	Липняцька вулиця
Липовецька вулиця	Липовецька вулиця
Липовецький провулок	Липовецький провулок
Липовецький проїзд	Липовецький проїзд
Липовий провулок	Липовий провулок
Липська вулиця	Липська вулиця
Липський провулок	Липський провулок
Липцівська вулиця	Липцівська вулиця
Лип'янська вулиця	Липʼянська вулиця
Лип’ янська вулиця	Липʼянська вулиця
Лип’янська вулиця	Липʼянська вулиця
Лиса вулиця	Лиса вулиця
Лисаківська вулиця	Лисаківська вулиця
Лисеницька вулиця	Лисеницька вулиця
Лисенівська вулиця	Лисенівська вулиця
Лисецька вулиця	Лисецька вулиця
Лисиницька вулиця	Лисиницька вулиця
Лисичанська вулиця	Лисичанська вулиця
Лисичанський провулок	Лисичанський провулок
Лисичівський провулок	Лисичівський провулок
Лисківська вулиця	Лисківська вулиця
Лисовицька вулиця	Лисовицька вулиця
Лисовська вулиця	Лисовська вулиця
Лисогірська вулиця	Лисогірська вулиця
Лисогірський провулок	Лисогірський провулок
Лисогорский провулок	Лисогорский провулок
